title,genre_ids,year,original_language,TMDb_Rating
Ace Ventura: Pet Detective,"[35, 9648]",1994,en,6.4
WarGames,"[53, 878]",1983,en,7.0
Witness,"[80, 18, 10749, 53]",1985,en,7.0
Act of Valor,"[28, 53, 10752]",2012,en,6.3
Step Up,"[10402, 18, 10749, 80]",2006,en,6.7
Beavis and Butt-Head Do America,"[16, 35]",1996,en,6.5
Jackie Brown,"[35, 80, 10749]",1997,en,7.3
Harold & Kumar Escape from Guantanamo Bay,"[35, 12]",2008,en,6.2
Chronicle,"[878, 18, 53]",2012,en,6.6
Yentl,"[10402, 18, 10749]",1983,en,6.2
Time Bandits,"[10751, 14, 878, 12, 35]",1981,en,6.6
Crossroads,"[28, 12, 35, 18, 10751, 10402, 10749]",2002,en,4.7
Project X,"[35, 80]",2012,en,6.5
Patton,"[18, 36, 10752]",1970,en,7.3
One Hour Photo,"[27, 53]",2002,en,6.6
Quarantine,"[27, 878, 53]",2008,en,5.5
The Eye,"[18, 27, 53]",2008,en,5.5
Johnson Family Vacation,"[35, 10751]",2004,en,4.7
How High,[35],2001,en,6.3
The Muppet Christmas Carol,"[35, 10751, 14, 18]",1992,en,7.2
Frida,"[18, 10749]",2002,en,7.3
Katy Perry: Part of Me,"[99, 10402]",2012,en,6.5
The Fault in Our Stars,"[10749, 18]",2014,en,7.6
Rounders,"[18, 80]",1998,en,6.9
Top Five,"[18, 35]",2014,en,6.3
Prophecy,"[27, 878]",1979,en,5.4
Stir of Echoes,"[27, 9648, 53]",1999,en,6.5
Philomena,[18],2013,en,7.4
The Upside of Anger,"[35, 18]",2005,en,6.4
The Boys from Brazil,"[27, 18, 53, 878]",1978,en,6.6
Aquamarine,"[14, 10749, 10751, 35]",2006,en,5.8
Paper Towns,"[18, 9648, 10749]",2015,en,6.1
My Baby's Daddy,[35],2004,en,4.3
Nebraska,"[18, 12]",2013,en,7.4
Tales from the Crypt: Demon Knight,"[27, 35, 53]",1995,en,6.7
Max Keeble's Big Move,"[35, 10751, 14, 878]",2001,en,5.4
Young Adult,"[35, 18]",2011,en,5.6
Crank,"[28, 53, 80]",2006,en,6.6
Def Jam's How to Be a Player,"[35, 10749]",1997,en,5.3
Living Out Loud,"[35, 18, 10749]",1998,en,5.3
Just Wright,"[35, 18, 10749]",2010,en,6.1
Rachel Getting Married,[18],2008,en,6.1
The Postman Always Rings Twice,"[10749, 80, 18]",1981,en,6.4
Girl with a Pearl Earring,"[18, 10749]",2003,en,6.4
Das Boot,"[28, 18, 36, 10752, 12]",1981,de,7.9
Sorority Boys,[35],2002,en,4.6
About Time,"[35, 18, 878]",2013,en,7.8
House of Flying Daggers,"[12, 18, 28, 10749]",2004,zh,7.1
Arbitrage,"[18, 53]",2012,en,6.1
Project Almanac,"[878, 53]",2015,en,6.4
Cadillac Records,"[18, 36, 10402]",2008,en,6.9
Screwed,"[28, 35]",2000,en,4.9
Fortress,"[28, 53, 878]",1992,en,5.7
For Your Consideration,"[35, 18]",2006,en,5.9
Celebrity,"[18, 35]",1998,en,6.0
Running with Scissors,"[18, 35]",2006,en,5.8
From Justin to Kelly,"[35, 10749]",2003,en,3.0
Girl 6,[35],1996,en,5.7
In the Cut,"[9648, 53]",2003,en,4.6
Two Lovers,"[18, 10749]",2008,en,6.6
Last Orders,"[35, 18]",2001,en,6.0
The Host,"[27, 18, 878]",2006,ko,6.7
The Pursuit of D.B. Cooper,"[12, 80, 53]",1981,en,6.8
Ravenous,"[35, 27, 53, 37]",1999,en,6.9
Charlie Bartlett,"[35, 18]",2008,en,6.5
The Great Beauty,"[35, 18]",2013,it,7.3
The Dangerous Lives of Altar Boys,"[35, 18]",2002,en,6.4
Stoker,"[18, 27, 53]",2013,en,6.5
2046,"[14, 18, 878, 10749]",2004,zh,6.9
Married Life,"[80, 18, 10749]",2007,en,6.1
Duma,"[12, 18, 10751]",2005,en,6.9
Ondine,"[18, 10749]",2009,en,6.5
Brother,"[80, 18, 53]",2000,ja,6.8
Welcome to Collinwood,[35],2002,en,6.2
Critical Care,"[35, 18]",1997,en,6.1
The Life Before Her Eyes,"[53, 18, 9648]",2007,en,6.1
Darling Companion,"[18, 10749]",2012,en,5.3
Trade,"[18, 53]",2007,en,6.8
Fateless,"[10752, 18]",2005,hu,6.5
Breakfast of Champions,[35],1999,en,5.2
"A Woman, a Gun and a Noodle Shop","[35, 18, 53]",2009,zh,4.8
Cypher,"[53, 878, 9648]",2002,en,6.7
City of Life and Death,"[18, 36, 10752]",2009,zh,7.6
Legend of a Rabbit,"[16, 10751, 28, 12, 35]",2011,zh,3.0
Space Battleship Yamato,[878],2010,ja,6.3
5 Days of War,"[10752, 18]",2011,en,5.8
Triangle,[27],2009,en,6.9
10 Days in a Madhouse,[18],2015,en,4.3
Heaven is for Real,[18],2014,en,6.0
Snatch,"[53, 80]",2000,en,7.7
Dancin' It's On,"[18, 10749]",2015,cs,4.3
Pet Sematary,"[18, 27]",1989,en,6.4
Madadayo,[18],1993,ja,7.5
The Cry of the Owl,[18],2009,en,5.5
A Tale of Three Cities,"[18, 36, 10749]",2015,zh,6.3
Gremlins,"[14, 27, 35]",1984,en,6.9
Star Wars,"[12, 28, 878]",1977,en,8.1
Dirty Grandpa,[35],2016,en,5.7
Doctor Zhivago,"[18, 10749, 10752]",1965,en,7.4
Trash,"[12, 80, 18, 53]",2014,pt,7.1
High School Musical 3: Senior Year,"[35, 18, 10751, 10402, 10749]",2008,en,6.2
The Fighter,[18],2010,en,7.2
Jackass Number Two,"[28, 35, 99]",2006,en,6.4
My Cousin Vinny,"[35, 18]",1992,en,7.3
If I Stay,[18],2014,en,7.3
Drive Hard,"[28, 35, 80]",2014,en,3.9
Major League,[35],1989,en,6.6
St. Trinian's,"[35, 10751, 878]",2007,en,5.6
Phone Booth,"[53, 18]",2002,en,6.7
A Walk to Remember,"[18, 10749]",2002,en,7.5
Dead Man Walking,[18],1995,en,7.3
Cruel Intentions,"[18, 10749, 53]",1999,en,6.6
Saw VI,"[27, 9648]",2009,en,6.0
History of the World: Part I,[35],1981,en,6.5
The Secret Life of Bees,[12],2008,en,7.4
Corky Romano,"[28, 35, 80]",2001,en,4.1
Raising Cain,"[18, 27, 53, 80]",1992,en,5.9
F.I.S.T.,"[18, 28]",1978,en,6.4
Invaders from Mars,[878],1986,en,5.5
Brooklyn,"[18, 10749]",2015,en,7.2
Barry Lyndon,"[18, 10749, 10752]",1975,en,7.7
Out Cold,[35],2001,en,5.8
The Ladies Man,[35],2000,en,5.7
Quartet,"[18, 35, 10749]",2012,en,6.3
Tomcats,"[35, 10749]",2001,en,4.9
Frailty,"[18, 53, 80]",2001,en,7.0
Woman in Gold,[18],2015,en,7.3
Kinsey,[18],2004,en,6.6
Army of Darkness,"[14, 27, 35]",1992,en,7.3
Slackers,"[35, 10749]",2002,en,5.4
What's Eating Gilbert Grape,"[10749, 18]",1993,en,7.5
The Visual Bible: The Gospel of John,"[18, 36]",2003,en,8.2
Vera Drake,"[80, 18]",2004,en,6.8
The Guru,"[35, 10749]",2002,en,5.1
The Perez Family,"[35, 18, 10749]",1995,en,6.6
Inside Llewyn Davis,"[18, 10402]",2013,en,7.2
O,"[18, 10749, 53]",2001,en,5.8
Return to the Blue Lagoon,"[18, 12, 10749]",1991,en,5.1
The Molly Maguires,"[18, 36]",1970,en,5.9
Romance & Cigarettes,"[35, 10402, 10749]",2005,en,6.0
Copying Beethoven,[18],2006,en,6.2
Brighton Rock,"[18, 53, 80]",2010,en,5.6
Saw V,"[27, 53, 80]",2008,en,5.9
Machine Gun McCain,"[18, 28, 53, 80, 10769]",1969,it,7.3
LOL,"[18, 35, 10749]",2012,en,5.9
Jindabyne,"[80, 18, 9648, 53]",2006,en,5.7
Kabhi Alvida Naa Kehna,"[18, 10749]",2006,hi,6.1
An Ideal Husband,"[18, 35, 10749]",1999,en,6.3
The Last Days on Mars,"[878, 53, 27]",2013,en,5.2
Darkness,[27],2002,en,5.6
2001: A Space Odyssey,"[878, 9648, 12]",1968,en,7.9
E.T. the Extra-Terrestrial,"[878, 12, 10751, 14]",1982,en,7.3
In the Land of Women,"[10749, 35, 18]",2007,en,5.8
The Blue Butterfly,"[12, 18, 10751]",2004,en,6.8
There Goes My Baby,"[18, 35]",1994,en,8.5
Housefull,"[18, 35, 10749, 10769]",2010,hi,5.2
September Dawn,"[18, 28, 36, 37, 10749]",2007,en,5.0
For Greater Glory - The True Story of Cristiada,"[36, 18]",2012,en,6.4
The Bélier Family,"[35, 18, 10402]",2014,fr,7.0
Good Will Hunting,[18],1997,en,7.9
Misconduct,"[18, 53]",2016,en,5.3
Saw III,"[27, 53, 80]",2006,en,6.1
Stripes,"[28, 35]",1981,en,6.5
Bring It On,[35],2000,en,5.8
The Purge: Election Year,"[28, 27, 53]",2016,en,6.1
She's All That,"[35, 10749]",1999,en,5.7
Saw IV,"[27, 53, 80]",2007,en,5.9
White Noise,"[18, 27, 53]",2005,en,5.6
Madea's Family Reunion,"[18, 35, 10749]",2006,en,6.0
The Color of Money,[18],1986,en,6.7
The Longest Day,"[28, 18, 36, 10752]",1962,en,7.2
The Mighty Ducks,"[35, 10751]",1992,en,6.4
The Grudge,"[27, 9648, 53]",2004,en,5.8
Happy Gilmore,[35],1996,en,6.5
Jeepers Creepers,"[27, 53]",2001,en,6.1
Bill & Ted's Excellent Adventure,"[12, 35, 878]",1989,en,6.7
Oliver!,"[18, 10751, 10402]",1968,en,7.0
The Best Exotic Marigold Hotel,"[18, 35]",2011,en,6.9
Recess: School's Out,"[878, 16, 35, 10751]",2001,en,6.6
Mad Max Beyond Thunderdome,"[28, 12, 878]",1985,en,5.9
Commando,"[28, 12, 53]",1985,en,6.4
The Boy,"[27, 9648, 53]",2016,en,5.8
Devil,"[27, 9648, 53]",2010,en,5.8
Friday After Next,[35],2002,en,6.0
Insidious: Chapter 3,"[18, 27, 53]",2015,en,6.2
The Last Dragon,"[28, 12, 35]",1985,en,6.4
The Lawnmower Man,"[27, 53, 878]",1992,en,5.4
Nick and Norah's Infinite Playlist,"[35, 10402, 10749]",2008,en,6.4
Dogma,"[14, 35, 12]",1999,en,6.8
The Banger Sisters,"[35, 18]",2002,en,5.5
Twilight Zone: The Movie,"[18, 14, 27, 878, 53]",1983,en,6.2
Road House,"[28, 53]",1989,en,6.3
A Low Down Dirty Shame,"[28, 35, 80]",1994,en,6.0
Swimfan,"[18, 53]",2002,en,5.0
Employee of the Month,"[35, 10749]",2006,en,5.3
Can't Hardly Wait,"[35, 18, 10749]",1998,en,6.1
The Outsiders,"[80, 18]",1983,en,6.9
Pete's Dragon,"[12, 10751, 14]",2016,en,6.2
The Dead Zone,"[27, 878, 53]",1983,en,6.9
Sinister 2,[27],2015,en,5.4
Sparkle,"[18, 10402]",2012,en,5.8
Valentine,"[27, 53]",2001,en,5.0
The Fourth Kind,"[9648, 878, 53]",2009,en,5.8
A Prairie Home Companion,"[18, 35, 10402]",2006,en,6.4
Sugar Hill,"[18, 28, 53]",1994,en,5.2
Invasion U.S.A.,"[28, 53]",1985,en,5.3
Roll Bounce,"[35, 18, 10751]",2005,en,6.1
Rushmore,"[35, 18]",1998,en,7.5
Skyline,[878],2010,en,4.7
The Second Best Exotic Marigold Hotel,"[18, 35]",2015,en,6.3
Kit Kittredge: An American Girl,"[35, 18, 10751]",2008,en,6.4
The Perfect Man,"[35, 18, 10751, 10749]",2005,en,5.5
Mo' Better Blues,"[18, 10749]",1990,en,6.3
Kung Pow: Enter the Fist,"[28, 35]",2002,en,6.1
Tremors,"[28, 27]",1990,en,6.6
Wrong Turn,"[27, 53]",2003,en,6.0
The Long Riders,"[37, 36]",1980,en,6.6
The Corruptor,"[28, 80, 9648, 53]",1999,en,6.0
Mud,[18],2013,en,7.0
Reno 911!: Miami,"[28, 12, 35, 80]",2007,en,5.6
One Direction: This Is Us,"[99, 10402]",2013,en,8.0
"The Goods: Live Hard, Sell Hard",[35],2009,en,5.4
Hey Arnold! The Movie,"[16, 10751]",2002,en,5.6
My Week with Marilyn,[18],2011,en,6.6
The Matador,"[28, 35, 80, 18, 53]",2005,en,6.2
Love Jones,"[35, 18, 10749]",1997,en,8.1
The Gift,"[53, 9648]",2015,en,6.7
End of the Spear,"[12, 18]",2005,en,6.1
Get Over It,"[35, 10749]",2001,en,5.5
Office Space,"[35, 80]",1999,en,7.4
Drop Dead Gorgeous,[35],1999,en,6.4
Big Eyes,[18],2014,en,6.8
Very Bad Things,"[35, 80, 53]",1998,en,6.2
Sleepover,"[35, 10751]",2004,en,5.3
Body Double,"[80, 9648, 27, 53]",1984,en,6.4
MacGruber,"[28, 12, 35]",2010,en,5.1
Dirty Pretty Things,"[80, 18, 53]",2002,en,6.8
Movie 43,[35],2013,en,4.4
Over Her Dead Body,[35],2008,en,5.3
Seeking a Friend for the End of the World,"[35, 18, 10749, 878]",2012,en,6.3
Cedar Rapids,[35],2011,en,5.9
American History X,[18],1998,en,8.2
The Collection,"[27, 53]",2012,en,5.9
Teacher's Pet,"[16, 18, 10751, 10402]",2004,en,5.5
The Red Violin,"[18, 53, 9648, 10402, 10749]",1998,en,7.3
The Straight Story,[18],1999,en,7.7
Deuces Wild,"[28, 80, 18, 10749]",2002,en,5.5
Bad Words,[35],2013,en,6.4
"Run, Fatboy, Run","[35, 10749]",2007,en,6.2
Heartbeeps,"[35, 10749, 10751]",1981,en,3.8
Black or White,[18],2014,en,6.5
On the Line,"[35, 10751, 10749]",2001,en,4.1
Rescue Dawn,"[12, 18, 10752]",2006,en,6.9
Danny Collins,"[35, 18, 10402]",2015,en,6.6
"Jeff, Who Lives at Home","[18, 35]",2011,en,6.1
I Am Love,"[18, 10749]",2009,it,6.9
Atlas Shrugged Part II,"[18, 878, 9648]",2012,en,5.4
Romeo Is Bleeding,"[28, 80, 18, 53]",1993,en,5.7
The Limey,"[28, 80, 18, 9648, 53]",1999,en,6.6
Crash,[18],2004,en,7.2
The House of Mirth,"[18, 10749]",2000,en,6.4
Malone,"[28, 53]",1987,en,6.8
Peaceful Warrior,"[18, 10749]",2006,en,7.3
Bucky Larson: Born to Be a Star,[35],2011,en,4.4
Bamboozled,"[35, 18]",2000,en,6.3
The Forest,"[27, 53]",2016,en,4.8
Sphinx,"[12, 9648, 53]",1981,en,6.0
While We're Young,"[35, 18, 9648]",2015,en,5.8
A Better Life,[18],2011,en,7.0
Spider,"[18, 9648, 53]",2002,en,6.4
Gun Shy,"[28, 35, 10749, 53]",2000,en,5.4
Nicholas Nickleby,"[12, 18, 28, 10751]",2002,en,6.8
The Iceman,"[53, 80, 18]",2012,en,6.4
Krrish,"[28, 878]",2006,hi,5.5
Cecil B. Demented,"[53, 35, 80]",2000,en,6.2
Killer Joe,"[80, 18, 53]",2011,en,6.5
The Joneses,"[35, 18]",2009,en,6.1
Owning Mahowny,"[80, 18, 53]",2003,en,6.8
The Brothers Solomon,[35],2007,en,4.9
My Blueberry Nights,"[18, 10749]",2007,en,6.0
Illuminata,[18],1998,en,6.3
Swept Away,"[35, 10749]",2002,en,4.8
"War, Inc.","[28, 12, 35, 53]",2008,en,5.6
Shaolin Soccer,"[28, 35]",2001,cn,6.6
The Brown Bunny,[18],2004,en,5.5
The Swindle,"[35, 80, 53]",1997,fr,6.4
Rosewater,[18],2014,en,6.5
The Chambermaid on the Titanic,[18],1997,en,5.3
Coriolanus,"[18, 53]",2011,en,5.9
Imaginary Heroes,"[35, 18]",2004,en,6.3
High Heels and Low Lifes,"[28, 80, 35]",2001,en,6.4
World's Greatest Dad,"[35, 10749]",2009,en,6.5
Severance,"[27, 35, 53]",2006,en,6.4
Edmond,"[18, 53]",2005,en,6.0
Welcome to the Rileys,[18],2010,en,6.4
Police Academy: Mission to Moscow,"[35, 80]",1994,en,4.1
Blood Done Sign My Name,"[18, 80]",2010,en,6.0
Cinco de Mayo: La Batalla,"[10752, 36, 18]",2013,es,5.8
Elsa & Fred,"[35, 10751, 10749]",2014,en,6.2
"An Alan Smithee Film: Burn, Hollywood, Burn",[35],1998,en,3.0
The Open Road,"[35, 18, 10749]",2009,en,4.8
The Good Guy,"[35, 10749]",2009,en,5.4
Motherhood,"[35, 18]",2009,en,4.7
Free Style,"[18, 10751]",2008,en,5.8
Strangerland,"[18, 53]",2015,en,5.1
Janky Promoters,[35],2009,en,7.0
Blonde Ambition,"[35, 10749]",2007,en,3.9
The Oxford Murders,"[80, 9648, 53]",2008,en,5.7
The Reef,"[18, 27, 53]",2010,en,5.4
Eulogy,"[35, 18]",2004,en,6.4
White Noise 2: The Light,"[53, 18, 27, 14]",2007,en,5.6
Beat the World,"[10402, 18]",2011,en,4.3
Fifty Dead Men Walking,"[28, 53]",2008,en,6.1
Jungle Shuffle,"[10751, 16, 12]",2014,en,6.5
Adam Resurrected,"[18, 10752]",2008,en,6.4
Of Horses and Men,"[18, 10749, 35]",2013,is,6.9
It's a Wonderful Afterlife,"[35, 10749]",2010,en,4.3
The Devil's Tomb,"[28, 27, 53, 878]",2009,en,4.0
Partition,"[18, 10769, 10749]",2007,en,6.4
Good Intentions,[35],2010,en,5.0
"The Good, The Bad, The Weird","[28, 12, 35, 37]",2008,ko,7.1
Nurse 3-D,"[27, 53]",2013,en,4.9
Gunless,"[18, 28, 35, 37]",2010,en,6.7
Adventureland,[35],2009,en,6.4
The Lost City,"[18, 10749]",2005,en,6.0
Next Friday,[35],2000,en,6.4
American Heist,[28],2014,en,4.3
You Only Live Twice,"[28, 53, 12]",1967,en,6.5
Plastic,"[18, 28, 35, 80]",2014,en,6.1
Amour,"[18, 10749]",2012,fr,7.5
Poltergeist III,"[27, 53]",1988,en,4.5
Re-Kill,"[27, 878]",2015,en,4.9
"It's a Mad, Mad, Mad, Mad World","[28, 12, 35, 80]",1963,en,7.0
Volver,"[35, 18, 10749]",2006,es,7.3
Heavy Metal,"[16, 878]",1981,en,6.2
Gentlemen Broncos,"[28, 35, 53]",2009,en,6.2
Richard III,"[18, 10752]",1995,en,6.9
Into the Grizzly Maze,"[28, 27, 53]",2015,en,5.1
Kites,"[18, 28, 10749]",2010,en,6.0
Melancholia,"[18, 878]",2011,da,7.0
Red Dog,"[18, 35, 10751]",2011,en,7.1
Jab Tak Hai Jaan,"[18, 10749]",2012,hi,7.3
Alien,"[27, 28, 53, 878]",1979,en,7.9
The Texas Chain Saw Massacre,[27],1974,en,7.2
The Runaways,"[18, 10402]",2010,en,6.3
Fiddler on the Roof,"[18, 10749]",1971,en,7.4
Thunderball,"[12, 28, 53]",1965,en,6.5
Detention,"[27, 35, 878]",2011,en,5.7
Loose Cannons,"[35, 18, 10749]",2010,it,7.0
Set It Off,"[18, 28, 80]",1996,en,6.9
The Best Man,"[18, 35]",1999,en,6.8
Child's Play,"[27, 53]",1988,en,6.3
Sicko,[99],2007,en,7.3
The Purge: Anarchy,"[27, 53]",2014,en,6.6
Down to You,"[35, 18, 10751, 10749]",2000,en,4.9
Harold & Kumar Go to White Castle,"[35, 12]",2004,en,6.6
The Contender,"[18, 53]",2000,en,6.7
Boiler Room,"[80, 18, 53]",2000,en,6.5
Trading Places,[35],1983,en,7.1
Black Christmas,"[27, 53]",2006,en,4.8
Breakin' All the Rules,"[35, 10749]",2004,en,5.8
Henry V,"[10752, 18, 36, 28, 10749]",1989,en,7.4
The Savages,[18],2007,en,6.8
Chasing Papi,"[35, 10749]",2003,en,6.3
The Way of the Gun,"[28, 80, 18, 53]",2000,en,6.4
Igby Goes Down,"[35, 18]",2002,en,6.5
PCU,[35],1994,en,6.0
The Ultimate Gift,"[10749, 18, 10751]",2006,en,6.8
The Ice Pirates,"[28, 878, 35]",1984,en,5.7
Gracie,[18],2007,en,6.0
Trust the Man,"[35, 18, 10749]",2005,en,5.5
Hamlet 2,"[35, 10402]",2008,en,6.1
Velvet Goldmine,"[18, 10402]",1998,en,6.9
The Wailing,"[27, 9648]",2016,ko,7.2
Glee: The Concert Movie,"[99, 10402, 10751]",2011,en,6.8
The Legend of Suriyothai,"[18, 10769, 36, 10752]",2001,th,5.1
Two Evil Eyes,"[27, 53]",1990,en,6.0
Barbecue,[35],2014,fr,5.8
All or Nothing,"[35, 18]",2002,en,7.0
Princess Kaiulani,[18],2010,en,4.8
Opal Dream,"[18, 10751, 10769]",2006,en,6.1
Flame & Citron,"[80, 18, 36, 10752]",2008,da,6.8
Undiscovered,"[35, 10749]",2005,en,4.5
Red Riding: In the Year of Our Lord 1974,"[53, 9648, 80, 18]",2009,en,7.0
The Girl on the Train,"[18, 10749]",2009,fr,5.6
Veronika Decides to Die,"[18, 10749]",2009,en,5.8
Crocodile Dundee,"[12, 35]",1986,en,6.3
"Ultramarines: A Warhammer 40,000 Movie","[16, 878]",2010,en,5.2
The I Inside,"[53, 9648, 878]",2004,en,5.9
Beneath Hill 60,"[18, 36, 10752]",2010,en,7.3
Polisse,[18],2011,fr,7.9
Awake,"[53, 80, 9648]",2007,en,6.3
Star Wars: Clone Wars: Volume 1,"[28, 12, 16, 14, 878]",2005,en,8.0
Skin Trade,"[53, 28, 18]",2014,en,5.6
The Lost Boys,"[27, 35]",1987,en,6.8
Crazy Heart,"[18, 10402, 10749]",2009,en,6.8
The Rose,"[18, 10402, 10749]",1979,en,6.8
Baggage Claim,[35],2013,en,5.6
Barbarella,[878],1968,en,5.7
Shipwrecked,"[12, 10751]",1990,en,6.1
Election,[35],1999,en,6.7
The Namesake,[18],2006,en,6.8
The DUFF,"[10749, 35]",2015,en,6.8
Glitter,"[18, 10749]",2001,en,3.4
The Haunting in Connecticut 2: Ghosts of Georgia,"[27, 18, 53]",2013,en,5.6
Silmido,"[28, 18, 36]",2003,ko,6.6
Bright Star,"[18, 10749]",2009,en,6.8
My Name Is Khan,"[18, 10749]",2010,en,7.7
All Is Lost,"[28, 12, 18]",2013,en,6.6
Limbo,"[12, 18, 53]",1999,en,7.0
Namastey London,"[18, 10769, 10749]",2007,en,6.6
The Wind That Shakes the Barley,"[18, 36, 10752]",2006,en,7.1
Yeh Jawaani Hai Deewani,[10749],2013,hi,7.2
Quo Vadis,"[18, 36, 10749]",1951,en,7.0
Repo! The Genetic Opera,"[27, 35, 10402, 878]",2008,en,6.7
Valley of the Wolves: Iraq,"[12, 18, 28]",2006,tr,4.3
Pulp Fiction,"[53, 80]",1994,en,8.3
The Muppet Movie,"[12, 35, 10751]",1979,en,7.0
Nightcrawler,"[80, 18, 53]",2014,en,7.6
Club Dread,"[35, 27]",2004,en,5.1
The Sound of Music,"[18, 10751, 10402, 10749]",1965,en,7.4
Splash,"[35, 14, 10749]",1984,en,6.1
Little Miss Sunshine,"[35, 18]",2006,en,7.5
Stand by Me,"[80, 18]",1986,en,7.8
28 Days Later,"[27, 53, 878]",2002,en,7.1
You Got Served,[18],2004,en,4.8
Escape from Alcatraz,"[80, 18]",1979,en,7.2
Brown Sugar,"[35, 10749]",2002,en,7.0
A Thin Line Between Love and Hate,"[35, 53, 80, 10749]",1996,en,5.7
50/50,"[35, 18]",2011,en,7.0
Shutter,"[27, 9648, 53]",2008,en,5.3
That Awkward Moment,"[35, 10749]",2014,en,6.1
Modern Problems,[35],1981,en,5.6
Kicks,[12],2016,en,7.5
Much Ado About Nothing,"[18, 35, 10749]",1993,en,7.2
On Her Majesty's Secret Service,"[12, 28, 53]",1969,en,6.5
New Nightmare,"[27, 53, 9648, 14]",1994,en,6.4
Drive Me Crazy,"[18, 35, 10749, 10751]",1999,en,5.8
Akeelah and the Bee,[18],2006,en,6.7
Half Baked,"[35, 80]",1998,en,6.4
New in Town,[35],2009,en,5.2
American Psycho,"[53, 18, 80]",2000,en,7.3
The Good Girl,"[18, 35, 10749]",2002,en,6.1
Bon Cop Bad Cop,"[28, 35, 80]",2006,fr,6.5
The Boondock Saints II: All Saints Day,"[28, 53, 80]",2009,en,5.9
The City of Your Final Destination,[18],2009,en,5.7
Enough Said,"[35, 18, 10749]",2013,en,6.6
Easy A,[35],2010,en,6.7
The Inkwell,"[35, 18, 10749]",1994,en,3.9
Shadow of the Vampire,"[18, 27]",2000,en,6.6
Prom,[35],2011,en,5.7
The Pallbearer,"[35, 10749]",1996,en,4.6
Held Up,[35],1999,en,4.9
Woman on Top,"[35, 18, 10749]",2000,en,5.5
Howards End,"[18, 10749]",1992,en,6.9
Anomalisa,"[16, 35, 18, 10749]",2015,en,7.0
Another Year,"[35, 18]",2010,en,7.0
8 Women,"[35, 53, 10402, 80, 9648]",2002,fr,6.9
Showdown in Little Tokyo,"[28, 53]",1991,en,5.7
Clay Pigeons,"[35, 80, 18, 53]",1998,en,6.3
It's Kind of a Funny Story,"[35, 18]",2010,en,6.9
Made in Dagenham,"[35, 18, 36]",2010,en,6.6
When Did You Last See Your Father?,[18],2007,en,6.9
Prefontaine,"[18, 10749]",1997,en,6.7
The Wicked Lady,"[18, 12]",1983,en,4.3
The Secret of Kells,"[16, 10751, 14]",2009,en,7.3
Begin Again,"[35, 10402, 10749, 18]",2013,en,7.3
Down in the Valley,"[18, 10749]",2005,en,5.9
Brooklyn Rules,"[18, 28, 53]",2007,en,5.8
Restless,"[10770, 10749, 18]",2012,en,4.9
The Singing Detective,"[35, 10402, 9648, 80]",2003,en,5.9
The Land Girls,"[18, 10749, 10752]",1998,en,7.0
Fido,"[10749, 35, 18, 27]",2006,en,6.6
The Wendell Baker Story,"[35, 18, 10749]",2005,en,5.2
Wild Target,"[28, 35]",2010,en,6.4
Pathology,"[80, 27, 53]",2008,en,5.6
Wuthering Heights,[18],2009,en,6.9
10th & Wolf,"[28, 80, 18, 9648, 53]",2006,en,6.3
Dear Wendy,"[35, 80, 18, 10749]",2005,en,5.6
Aloft,[18],2014,en,5.1
Akira,"[878, 16]",1988,ja,7.8
The Death and Life of Bobby Z,"[18, 28, 53, 80]",2007,en,5.8
The Rocket: The Legend of Rocket Richard,[18],2005,fr,6.1
Swelter,"[28, 18, 53]",2014,en,4.6
My Lucky Star,"[35, 10749]",2013,zh,4.3
Imagine Me & You,"[18, 35, 10749]",2005,en,7.0
Mr. Church,[18],2016,en,7.0
Swimming Pool,"[53, 80]",2003,en,6.4
Green Street Hooligans: Underground,"[28, 18]",2013,en,5.4
The Blood of Heroes,"[28, 12, 878]",1989,en,5.9
Code of Honor,"[28, 80, 53]",2016,en,4.1
Driving Miss Daisy,"[35, 18]",1989,en,7.0
Soul Food,"[35, 18]",1997,en,6.6
Rumble in the Bronx,"[80, 28, 35, 53]",1995,cn,6.5
Far from Men,"[18, 10752]",2014,fr,6.6
Thank You for Smoking,"[35, 18]",2005,en,7.1
Hostel: Part II,[27],2007,en,5.6
An Education,"[18, 10749]",2009,en,6.8
Shopgirl,"[35, 18, 10749]",2005,en,5.7
The Hotel New Hampshire,"[35, 18]",1984,en,5.8
Narc,"[28, 80, 18, 53]",2002,en,6.8
Men with Brooms,[35],2002,en,4.5
Witless Protection,"[28, 12, 35, 80]",2008,en,4.0
The Work and the Glory,"[18, 10749]",2004,en,6.1
Extract,[35],2009,en,5.7
Masked and Anonymous,"[18, 10402]",2003,en,5.2
Betty Fisher and Other Stories,"[18, 53, 80, 10769]",2001,fr,7.0
Code 46,"[18, 10749, 878, 53]",2003,en,6.2
Outside Bet,[35],2012,en,5.8
Albert Nobbs,[18],2011,en,6.2
Black November,"[18, 28, 80]",2012,en,6.4
Ta Ra Rum Pum,"[10751, 35, 10749]",2007,hi,6.0
Persepolis,"[16, 18]",2007,fr,7.7
The Hole,"[53, 12, 14]",2009,en,5.6
The Wave,"[18, 53]",2008,de,7.5
The Neon Demon,"[53, 27]",2016,en,6.4
Harry Brown,"[53, 80, 18, 28]",2009,en,6.7
The Omega Code,"[27, 53]",1999,en,4.4
Juno,"[35, 18, 10749]",2007,en,7.0
Pound of Flesh,[28],2015,en,5.5
